,Input Index,Position List,Identifier,Input Label,Label Name,BMU Distance
543,320,"[(3, 2), (1, 0)]",NDARINVEK9B02NP,5,ABCD-ASD,1.159073367364069
544,339,"[(3, 2), (1, 0)]",NDARINVJDL0495A,5,ABCD-ASD,1.7287576706700634
545,359,"[(3, 2), (1, 0)]",NDARINVNU9AXHPG,5,ABCD-ASD,2.073374199056158
546,388,"[(3, 2), (1, 0)]",NDARINVYG724FLH,5,ABCD-ASD,1.4247196423990265
560,238,"[(3, 2), (0, 3)]",NDARINV03KMHMJJ,5,ABCD-ASD,1.0939374609112655
561,267,"[(3, 2), (0, 3)]",NDARINV59W523AL,5,ABCD-ASD,2.8091077120920693
562,314,"[(3, 2), (0, 3)]",NDARINVDJ22WEAT,5,ABCD-ASD,2.2407005404773033
563,344,"[(3, 2), (0, 3)]",NDARINVK5DEN4NB,5,ABCD-ASD,1.546738607304714
564,368,"[(3, 2), (0, 3)]",NDARINVTNVU9DYV,5,ABCD-ASD,0.8607473926507339
565,370,"[(3, 2), (0, 3)]",NDARINVU5RFBP6Z,5,ABCD-ASD,1.6764032117561947
566,380,"[(3, 2), (0, 3)]",NDARINVX0UKVDWM,5,ABCD-ASD,0.8973669482401774
574,273,"[(3, 2), (0, 2)]",NDARINV77PU8VG1,5,ABCD-ASD,0.612528859447887
575,288,"[(3, 2), (0, 2)]",NDARINV9C8A57E7,5,ABCD-ASD,0.9111551685537588
576,397,"[(3, 2), (0, 2)]",NDARINVZN9E7J06,5,ABCD-ASD,1.2664929138142103
577,334,"[(3, 2), (1, 2)]",NDARINVH43585GP,5,ABCD-ASD,0.5147989126057905
587,275,"[(3, 2), (4, 1)]",NDARINV7JGE0MH9,5,ABCD-ASD,2.8737389477136506
601,365,"[(3, 2), (4, 2)]",NDARINVRT58LXKV,5,ABCD-ASD,1.472373845613564
607,246,"[(3, 2), (4, 3)]",NDARINV1ETGGL9R,5,ABCD-ASD,6.60322736975698
608,286,"[(3, 2), (4, 3)]",NDARINV9AMTA922,5,ABCD-ASD,3.3118836629529578
609,303,"[(3, 2), (4, 3)]",NDARINVC0LET0DU,5,ABCD-ASD,2.348765945456311
610,315,"[(3, 2), (4, 3)]",NDARINVDT2WNL94,5,ABCD-ASD,2.2398171727599716
611,346,"[(3, 2), (4, 3)]",NDARINVKF0KH7ZK,5,ABCD-ASD,1.184252877605452
612,347,"[(3, 2), (4, 3)]",NDARINVKGV9E2T6,5,ABCD-ASD,2.871315684524283
632,272,"[(2, 0), (0, 6)]",NDARINV72Z70LY1,5,ABCD-ASD,2.0780814670456342
633,297,"[(2, 0), (0, 6)]",NDARINVB49HX84F,5,ABCD-ASD,2.462868977981982
634,311,"[(2, 0), (0, 6)]",NDARINVCWB97KGL,5,ABCD-ASD,2.22666585445641
635,376,"[(2, 0), (0, 6)]",NDARINVVRX7WTKX,5,ABCD-ASD,4.929651539706958
636,258,"[(2, 0), (0, 3)]",NDARINV3CF4D0FF,5,ABCD-ASD,1.6839949268885788
637,382,"[(2, 0), (1, 6)]",NDARINVXLP913HM,5,ABCD-ASD,2.82963419568035
638,285,"[(2, 0), (1, 5)]",NDARINV96YWY80W,5,ABCD-ASD,1.843313848617599
640,245,"[(2, 1), (4, 0)]",NDARINV19GP5HLJ,5,ABCD-ASD,0.9523260830289954
641,276,"[(2, 1), (4, 0)]",NDARINV7KENV8ZC,5,ABCD-ASD,1.8125467644741713
653,318,"[(2, 1), (4, 3)]",NDARINVEBFULY5Y,5,ABCD-ASD,0.4700676818850966
654,351,"[(2, 1), (4, 3)]",NDARINVL70MDV52,5,ABCD-ASD,0.8166785380919336
655,386,"[(2, 1), (4, 2)]",NDARINVYEZ6T0J8,5,ABCD-ASD,1.6466334572013124
658,256,"[(2, 1), (3, 1)]",NDARINV2VY7YYNW,5,ABCD-ASD,0.9804030411543688
830,253,"[(2, 2), (3, 1)]",NDARINV2H704HJD,5,ABCD-ASD,1.7411191544612703
